design_en,y,id
"Nike standing facing, head left, holding palm branch in left arm and wreath in right hand over altar surmounted by crested Corinthian helmet, left. Border of dots.","[('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT')]",105
"Nike standing facing, head left, holding wreath in lowered right hand and palm branch in left arm.","[('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT')]",106
"Perseus and Andromeda; at left, Andromeda standing right, raising right arm; to right, Perseus standing left, holding harpa and gorgon's head in left hand, releasing Andromeda from her chains with right hand; stepping with right foot on sea-monster Cetus turned to stone under Andromeda.","[('Perseus', 'PERSON', 'holding', 'gorgon', 'OBJECT'), ('Perseus', 'PERSON', 'standing', 'Cetus', 'ANIMAL')]",107
"Confronted busts of Philip the Arab, right, wearing laurel wreath, cuirass and paludamentum, and of Otacilia Severa, left, wearing stephane and drapery.","[('Philip the Arab', 'PERSON', 'wearing', 'laurel wreath', 'OBJECT'), ('Philip the Arab', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Philip the Arab', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Otacilia Severa', 'PERSON', 'wearing', 'stephane', 'OBJECT'), ('Otacilia Severa', 'PERSON', 'wearing', 'drapery', 'OBJECT')]",108
"Nude bearded Poseidon standing facing, head left, holding dolphin in right hand and trident in left arm.","[('Poseidon', 'PERSON', 'holding', 'dolphin', 'ANIMAL'), ('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT')]",109
"Prow with naval ram in shape of animal's head, left; on top, emperor (Marcus Aurelius) standing left, extending right hand, holding parazonium in left arm.","[('Marcus Aurelius', 'PERSON', 'holding', 'parazonium', 'OBJECT')]",110
"Prow, right, with naval ram in shape of human head, acrostolium in shape of stag's head; keel ending as boar's head; on hull dolphin swimming right and two portholes; on prow hero Protesilaos standing right, wearing helmet and cuirass, holding spear in right arm, raising left arm.","[('Protesilaos', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Protesilaos', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Protesilaos', 'PERSON', 'holding', 'spear', 'OBJECT')]",111
"Prow, right, with naval ram in shape of human head, acrostolium in shape of stag's head; keel ending as boar's head; on hull dolphin swimming right; on prow hero Protesilaos standing right, wearing helmet and cuirass, holding spear in right arm, raising left arm.","[('Protesilaos', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Protesilaos', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Protesilaos', 'PERSON', 'holding', 'spear', 'OBJECT')]",112
"Three river-gods reclining left, resting right arm on right leg and left arm on water urn; in water below, two fish swimming, left one to right and right one to left.","[('river-gods', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",113
"Bearded river-god (Hebros) reclining left, holding branch in raised right hand, resting left arm on water urn.","[('Hebros', 'PERSON', 'holding', 'branch', 'OBJECT'), ('Hebros', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",114
"Bearded river-god reclining left, head right, bare-chested, holding reed (or branch?) in raised right hand, resting right arm on right leg and left arm on water urn. Border of dots.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'reed', 'PLANT')]",115
"Bearded river-god reclining left, bare-chested, holding reed in slightly raised right hand, resting left arm on water urn.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'reed', 'PLANT')]",116
"Bearded river-god reclining left, bare-chested, holding branch in right hand, resting right arm on right leg and left arm on water urn.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'branch', 'OBJECT')]",117
"Bearded river-god reclining left, holding branch in raised right hand, resting left arm on water urn.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'branch', 'OBJECT')]",118
"Bearded river-god reclining left, head right, bar-chested, holding branch in slightly raised right hand, resting left arm on water urn; to right and to left, two small trees; in background above on hill, city gate with three towers.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'branch', 'OBJECT')]",119
"River-god reclining left, holding reed and cornucopia in raised right hand, resting left arm on water urn.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'reed', 'PLANT'), ('river-god', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",120
"River-god reclining left, holding ears of corn in raised right hand and cornucopia in left arm, resting left arm on water urn.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('river-god', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",121
"River-god seated left on rock, holding fish in right hand, resting left arm on water urn.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'fish', 'ANIMAL')]",122
"River-god and city goddess; to left, river-god reclining right, resting right arm on water urn, holding reed in left hand; to right, city goddess standing facing, head left, wearing long garment and kalathos, holding cantharus in right hand and two ears of corn in left hand.","[('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'reed', 'PLANT'), ('city goddess', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('city goddess', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('city goddess', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('city goddess', 'PERSON', 'holding', 'ears of corn', 'PLANT')]",123
"Bearded river-god (Hebros) reclining left, holding reed in raised right hand, resting left arm on water urn.","[('Hebros', 'PERSON', 'holding', 'reed', 'PLANT'), ('Hebros', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",124
"Bearded river-god (Hebros) reclining left, holding branch in right hand and cornucopia in left arm, resting left arm on water urn.","[('Hebros', 'PERSON', 'holding', 'branch', 'OBJECT'), ('Hebros', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Hebros', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",125
"Bearded river-god (Hebros) reclining left, holding two ears of corn in right hand and cornucopia in left arm, resting right arm on right leg and left arm on water urn.","[('Hebros', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Hebros', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Hebros', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",126
"Bearded river-god (Hebros) reclining left, holding three ears of corn in right hand, resting right arm on right leg and resting left arm on water urn.","[('Hebros', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Hebros', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",127
"Bearded river-god reclining left, holding branch in raised right hand, left resting onwater urn; between two reed branches, whose crones incline towards each other; in background city wall with three towers. Border of dots.","[('river-god', 'PERSON', 'holding', 'branch', 'OBJECT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",128
"River-god reclining left, head right, holding reed in raised right hand, resting left arm on water urn.","[('river-god', 'PERSON', 'holding', 'reed', 'PLANT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",129
"River-god reclining left, holding reed in raised right hand, resting left arm on water urn.","[('river-god', 'PERSON', 'holding', 'reed', 'PLANT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",130
"Bearded river-god reclining left, holding grapes in raised right arm and reed branch in left arm; resting left arm on water urn.","[('river-god', 'PERSON', 'holding', 'grapes', 'PLANT'), ('river-god', 'PERSON', 'holding', 'reed', 'PLANT'), ('river-god', 'PERSON', 'holding', 'branch', 'OBJECT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",131
"Cock standing right, holding worm in beak; in dotted square within incuse square.","[('Cock', 'ANIMAL', 'holding', 'worm', 'ANIMAL')]",132
"View of the Pautalian mountain-temple complex; in the middle temple in perspective to right with two columns and dot in pediment and standing statue within, to left two trees, to right niche or cave entrance with a figure within and a tree to right; above at top a temple with two columns and a dot in pediment, to left a small temple to outer right in perspective to right and a tree on its left; to right a tree to left, small temple in perspective to right in the middle and a tree to right; at bottom smaller temple in perspective to right, tree to left, to right river-god reclining left, holding cornucopia in right arm.","[('river-god', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",133
"Façade of a tetrastyle temple; within Demeter standing facing, head left, holding ears of corn in right hand, left resting on long torch.","[('Demeter', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",134
"Two temples facing each other; at right, octastyle temple in perspective, left; at left, hexastyle temple in perspective, right, both on crepidoma; above, two prize urn, seach containing a palm branch.",[],135
"Two octastyle temples in perspective facing each other; both on crepidoma; above, two prize urns, each containing a palm branch. Border of dots.",[],136
"Turreted Tyche seated left on rock, left resting on rock, holding ears of corn in right hand.","[('Tyche', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'ears of corn', 'PLANT')]",137
"Tyche seated left on cippus, holding ears of corn in right hand, left resting on cippus; at her feet, river-god swimming, left.","[('Tyche', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'cippus', 'OBJECT')]",138
"Nude Zeus (Keraunos) advancing right, brandishing thunderbolt in outstretched right hand thunderbolt; eagle standing right on outstretched left hand.","[('Zeus', 'PERSON', 'holding', 'thunderbolt', 'OBJECT')]",139
"Zeus enthroned left, naked to waist, holding patera in right hand, left resting on sceptre; at his feet, eagle standing left, head right, wings spread.","[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",140
"Zeus within zodiac; in the middle, Zeus seated facing, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle to left, head right, with half spread wings; to upper left, Helios standing in quadriga, right, raising right arm; above, crescent; to upper right, Selene standing in biga of bulls, left, holding torch in raised right hand; above, star; below, reclining figures of Gaia to right, holding cornucopia in right arm and a branch in left hand, and of Thalassa to left, wearing a crab claws, holding ruder in left arm; prora at her feet; all within a double circle divided into twelve compartments containing the signs of the zodiac.","[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT'), ('Helios', 'PERSON', 'standing', 'quadriga', 'OBJECT'), ('Selene', 'PERSON', 'standing', 'biga', 'OBJECT'), ('Selene', 'PERSON', 'holding', 'torch', 'OBJECT'), ('Gaia', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Gaia', 'PERSON', 'holding', 'branch', 'OBJECT'), ('Thalassa', 'PERSON', 'wearing', 'crab', 'ANIMAL')]",141
"Poseidon seated right on rock, naked to waist seated right on rock, holding dolphin in outstretched right hand, left resting on trident. Ground line. Linear border.","[('Poseidon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'dolphin', 'ANIMAL'), ('Poseidon', 'PERSON', 'resting_on', 'trident', 'OBJECT')]",142
"Nude Poseidon standing right, left foot on rock, holding trident in right arm and dolphin in left hand, leaned on his left knee. Ground line. Border of dots.","[('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'dolphin', 'ANIMAL'), ('Poseidon', 'PERSON', 'resting_on', 'knee', 'OBJECT')]",143
"Nike standing facing, head left, holding wreath in outstretched right hand and palm branch in left arm. Border of dots.","[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",144
"Demeter standing facing, between two large torches, head left, holding two ears of corn in raised right hand, left resting on long torch.","[('Demeter', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",145
"Europa seated right, head left, halfnaked, on bull advancing left, head facing, leaning with right hand, holding with left hand veil fluttering over her head.","[('Europa', 'PERSON', 'holding', 'veil', 'OBJECT')]",146
"Prow with naval ram, right; on top, emperor (Marcus Aurelius) standing right on base, holding spear in right arm, extending left hand; below, dolphin swimming right.","[('Marcus Aurelius', 'PERSON', 'standing', 'base', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'holding', 'spear', 'OBJECT')]",147
"Lion crouching left, breaking spear in jaws; in exergue, grain and star with eight rays. Ground line.","[('Lion', 'ANIMAL', 'breaking', 'spear', 'OBJECT')]",148
"Draped bust of Dionysus, right, wearing ivy wreath; thyrsus behind.","[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",149
"Draped bust of Dionysus, left, wearing ivy wreath; behind, thyrsus.","[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",150
"Head of (youthful) Dionysus, right, wearing ivy wreath, two curls falling on his right shoulder. Border of dots.","[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",151
"Head of (youthful) Dionysus, right, wearing ivy wreath, one curl falling on his right shoulder. Border of dots.","[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",152
"Head of (youthful) Dionysus, right, wearing ivy wreath, one curl falling on each shoulder. Border of dots.","[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",153
"Head of (youthful) Dionysus, right, wearing ivy wreath, two curls falling on his right and one on his left shoulder. Border of dots.","[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",154
"Head of (youthful) Dionysus, right, wearing ivy wreath, three curls falling on his right shoulder. Border of dots.","[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",155
"Two emperors (Caracalla and Geta) standing facing each other, clasping right hands over a prize crown with a palm branch; each wearing toga and holding a scroll in left hand.","[('Caracalla', 'PERSON', 'wearing', 'toga', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'scroll', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'toga', 'OBJECT'), ('Geta', 'PERSON', 'holding', 'scroll', 'OBJECT')]",156
"Nude athlete standing facing, head right, crowning himself with right hand, holding palm branch in left arm.","[('athlete', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",157
