id,design_en,annotations
12885,"Bust of Probus, laureate, left, wearing imperial mantle, holding sceptre surmounted by eagle","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (65, 72, 'OBJECT'), (87, 92, 'ANIMAL')]"
19040,"Mars, helmeted, in military dress, standing right, holding vertical spear, inverted, in right hand and resting left on round shield set on ground.","[(0, 4, 'PERSON'), (68, 73, 'OBJECT'), (125, 131, 'OBJECT')]"
18280,"Jupiter, with cloak over right arm, standing left, holding thunderbolt in right hand and sceptre in left hand","[(0, 7, 'PERSON'), (14, 19, 'OBJECT'), (59, 70, 'OBJECT'), (89, 96, 'OBJECT')]"
24253,"Victory, winged, draped, standing right, presenting wreath to Florian, standing left, holding sceptre","[(0, 7, 'PERSON'), (52, 58, 'OBJECT'), (62, 69, 'PERSON'), (94, 101, 'OBJECT')]"
16998,"Head of Divus Augustus, bare, right","[(0, 4, 'OBJECT'), (14, 22, 'PERSON')]"
1964,"Nude Apollo standing facing, head left, holding patera in outstretched right hand over altar and in left hand the straps of the quiver on the ground.","[(5, 11, 'PERSON'), (29, 33, 'OBJECT'), (48, 54, 'OBJECT'), (87, 92, 'OBJECT'), (114, 120, 'OBJECT'), (128, 134, 'OBJECT')]"
16793,"Half-length bust of Pupienus, laureate, cuirassed, holding Victory, winged, draped, standing on globe in right hand and eagle tipped sceptre in left hand","[(12, 16, 'OBJECT'), (20, 28, 'PERSON'), (59, 66, 'PERSON'), (96, 101, 'OBJECT'), (120, 125, 'ANIMAL'), (133, 140, 'OBJECT')]"
11650,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, right or left, holding eagle-tipped scetpre in right hand","[(0, 4, 'OBJECT'), (8, 18, 'PERSON'), (20, 27, 'OBJECT'), (47, 51, 'OBJECT'), (55, 65, 'PERSON'), (67, 74, 'OBJECT'), (97, 101, 'OBJECT'), (105, 115, 'PERSON'), (117, 124, 'OBJECT'), (174, 179, 'ANIMAL')]"
1396,"Diademed and draped bust of Salonina, left, seen from front.","[(20, 24, 'OBJECT'), (28, 36, 'PERSON')]"
15534,"Fecunditas, draped, standing left, holding cornucopiae in left hand; at her feet, child","[(43, 54, 'OBJECT'), (82, 87, 'PERSON')]"
22143,"Soldier, helmeted, in military attire, standing left, holding globe in right hand and spear in left hand","[(0, 7, 'PERSON'), (22, 37, 'OBJECT'), (62, 67, 'OBJECT'), (86, 91, 'OBJECT')]"
21314,"Salus, draped, standing left, feeding snake rising from altar and holding globe","[(38, 43, 'ANIMAL'), (56, 61, 'OBJECT'), (74, 79, 'OBJECT')]"
14765,Cornucopiae flanked by S C,"[(0, 11, 'OBJECT')]"
12646,"Bust of Maximinus I, laureate, draped, right","[(0, 4, 'OBJECT'), (8, 19, 'PERSON')]"
6190,"Great God, bare-chested, reclining left on plinth.","[(0, 9, 'PERSON')]"
23174,"Venus standing right, leaning against column, holding transverse spear in left and helmet in right; shield depicting eight-rayed star leans against column","[(0, 5, 'PERSON'), (38, 44, 'OBJECT'), (65, 70, 'OBJECT'), (83, 89, 'OBJECT'), (100, 106, 'OBJECT'), (129, 133, 'OBJECT'), (148, 154, 'OBJECT')]"
2744,"Athena advancing left, wearing long fluttering chiton, holding spear in right hand and shield in left hand. Border of dots.","[(0, 6, 'PERSON'), (47, 53, 'OBJECT'), (63, 68, 'OBJECT'), (87, 93, 'OBJECT')]"
24143,"Victory, winged, draped, standing left, supporting long jeweled cross","[(0, 7, 'PERSON'), (64, 69, 'OBJECT')]"
7440,"Radiate bust of Elagabalus, right, wearing scale cuirass.","[(0, 7, 'OBJECT'), (8, 12, 'OBJECT'), (16, 26, 'PERSON'), (43, 56, 'OBJECT')]"
22338,"Tetricus I, draped, cuirassed, standing right, holding spear in right hand and globe in left hand","[(0, 10, 'PERSON'), (55, 60, 'OBJECT'), (79, 84, 'OBJECT')]"
13550,"CRISPVS/CAESAR, star above","[(16, 20, 'OBJECT')]"
14815,"Crispus, laureate, draped, cuirassed, standing right, cloak spread, holding transverse spear in right hand and globe in left hand","[(0, 7, 'PERSON'), (54, 59, 'OBJECT'), (87, 92, 'OBJECT'), (111, 116, 'OBJECT')]"
16489,"Genius, wearing modius, draped, standing left, holding cornucopiae in right hand and patera in left hand","[(0, 6, 'PERSON'), (16, 22, 'OBJECT'), (55, 66, 'OBJECT'), (85, 91, 'OBJECT')]"
795,"Quadripartite incuse square; two opposing quarters more deeply sunk and one containing a dot and a stripe, the other a hook.","[(119, 123, 'OBJECT')]"
2413,"Head of Dionysus, right, wearing ivy wreath in linear square; all within shallow incuse square.","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (33, 43, 'OBJECT')]"
17873,"Juno, draped, seated left, holding corn-ears (?) and sceptre in left hand","[(0, 4, 'PERSON'), (35, 39, 'PLANT'), (40, 44, 'PLANT'), (53, 60, 'OBJECT')]"
12736,"Bust of Philip the Arab, radiate, draped, cuirassed, right","[(0, 4, 'OBJECT'), (8, 23, 'PERSON'), (25, 32, 'OBJECT')]"
11147,"Bust of Commodus, bare, draped","[(0, 4, 'OBJECT'), (8, 16, 'PERSON')]"
17085,"Head of Geta, laureate, right","[(0, 4, 'OBJECT'), (8, 12, 'PERSON')]"
23677,"Victory, draped, standing left on globe, holding out wreath in right hand and holding palm over left shoulder in left","[(0, 7, 'PERSON'), (34, 39, 'OBJECT'), (53, 59, 'OBJECT'), (86, 90, 'PLANT')]"
13319,"Bust of Valens, helmeted (with pearl-diadem) and cuirassed, left, hoding spear and shield in front","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (31, 36, 'OBJECT'), (37, 43, 'OBJECT'), (73, 78, 'OBJECT'), (83, 89, 'OBJECT')]"
12919,"Bust of Probus, radiate, cuirassed, right or bust of Probus, helmeted, radiate, cuirassed, right","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (16, 23, 'OBJECT'), (45, 49, 'OBJECT'), (53, 59, 'PERSON'), (71, 78, 'OBJECT')]"
8479,Head of Kore right with long hair gathered at nape and a wreath. Border of dots.,"[(0, 4, 'OBJECT'), (8, 12, 'PERSON'), (57, 63, 'OBJECT')]"
6441,"Apollo enthroned right, holding lyra and laurel-branch.","[(0, 6, 'PERSON'), (41, 47, 'PLANT'), (48, 54, 'OBJECT')]"
14150,"Concordia standing left, leaning on column, holding patera and double cornucopia","[(0, 9, 'PERSON'), (36, 42, 'OBJECT'), (52, 58, 'OBJECT'), (70, 80, 'OBJECT')]"
11170,"Bust of Constans, laureate, draped, cuirassed, right, seen from behind","[(0, 4, 'OBJECT'), (8, 16, 'PERSON')]"
18985,"Mars, helmeted, in military attire, standing left, holding branch in right hand and spear in left hand; at his feet, shield or globe","[(0, 4, 'PERSON'), (19, 34, 'OBJECT'), (59, 65, 'OBJECT'), (84, 89, 'OBJECT'), (117, 123, 'OBJECT'), (127, 132, 'OBJECT')]"
7897,"Veiled Demeter enthroned left, holding ears of corn and long torch; basket with serpent behind her.","[(7, 14, 'PERSON'), (39, 51, 'PLANT'), (61, 66, 'OBJECT'), (68, 74, 'OBJECT'), (80, 87, 'ANIMAL')]"
21890,"Sol, radiate, chlamys flying, running left, raising right hand and holding globe in left hand","[(0, 3, 'PERSON'), (5, 12, 'OBJECT'), (14, 21, 'OBJECT'), (75, 80, 'OBJECT')]"
2898,"Nemesis standing left, holding cubit-rule and cornucopia, at her feet, wheel.","[(0, 7, 'PERSON'), (31, 41, 'OBJECT'), (46, 56, 'OBJECT'), (71, 76, 'OBJECT')]"
1796,"Galley, under full sail, sailing right, in waters.","[(0, 6, 'OBJECT'), (19, 23, 'OBJECT')]"
16094,"Fortuna, draped, standing left, holding rudder placed on globe with right hand and cornucopiae with left hand","[(0, 7, 'PERSON'), (40, 46, 'OBJECT'), (57, 62, 'OBJECT'), (83, 94, 'OBJECT')]"
8631,"Eagle flying left, hlding bucranium.","[(0, 5, 'ANIMAL'), (26, 35, 'OBJECT')]"
14141,"Concordia seated left, holding standard topped with small boar in right hand and caduceus in left","[(0, 9, 'PERSON'), (31, 39, 'OBJECT'), (58, 62, 'ANIMAL'), (81, 89, 'OBJECT')]"
8573,"Incuse square, devided by a linear cross-like pattern with a central dot.","[(35, 40, 'OBJECT')]"
13184,"Bust of Tacitus, radiate, draped, cuirassed, right or bust of Tacitus, radiate, left, wearing imperial mantle, holding sceptre surmounted by eagle","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (17, 24, 'OBJECT'), (54, 58, 'OBJECT'), (62, 69, 'PERSON'), (71, 78, 'OBJECT'), (119, 126, 'OBJECT'), (141, 146, 'ANIMAL')]"
13954,"Christ, nimbate, standing behind and between Marcian and Pulcheria, both nimbate and clasping hands","[(45, 52, 'PERSON'), (57, 66, 'PERSON')]"
15253,"Eagle, wings spread, standing right on domed hexastyle shrine, doors ajar; doors may be arched or flat-topped","[(0, 5, 'ANIMAL'), (55, 61, 'OBJECT'), (63, 68, 'OBJECT'), (75, 80, 'OBJECT')]"
5662,"Naked Apollo (Bonus Eventus) standing to the left in the outstretched right holding branch over flaming and garlanded altar, resting his left arm on column.","[(6, 12, 'PERSON'), (14, 27, 'PERSON'), (84, 90, 'OBJECT'), (118, 123, 'OBJECT'), (149, 155, 'OBJECT')]"
7622,"Head of a roaring lion left, joined at the neck with the head of a ram right. Underneath, a tunny left.","[(0, 4, 'OBJECT'), (18, 22, 'ANIMAL'), (57, 61, 'OBJECT'), (67, 70, 'ANIMAL'), (92, 97, 'ANIMAL')]"
3108,"Nemesis (Aequitas) standing left, holding scales.","[(0, 7, 'PERSON'), (9, 17, 'PERSON'), (42, 48, 'OBJECT')]"
23249,"Venus, draped, standing left, holding helmet in right hand and sceptre in left hand, leaning on shield; to right and left, seated captives","[(0, 5, 'PERSON'), (38, 44, 'OBJECT'), (63, 70, 'OBJECT'), (96, 102, 'OBJECT')]"
20031,"Pertinax, togate, seated left on curule chair set on platform, extending right hand and holding roll in left hand at side; behind him, officer holding staff in left hand; on steps of platform, citizen, togate, standing right, holding out fold of toga; in background, Liberalitas, draped, standing left, holding abacus in right hand and cornucopiae in left hand","[(0, 8, 'PERSON'), (40, 45, 'OBJECT'), (53, 61, 'OBJECT'), (96, 100, 'OBJECT'), (151, 156, 'OBJECT'), (174, 179, 'OBJECT'), (183, 191, 'OBJECT'), (193, 200, 'PERSON'), (246, 250, 'OBJECT'), (267, 278, 'PERSON'), (311, 317, 'OBJECT'), (336, 347, 'OBJECT')]"
7391,"Three nude athletes, two standing right one left of a vessel, outer ones holding draw lots in raised right hand, middle one placing right hand into prize urn.","[(11, 19, 'PERSON'), (54, 60, 'OBJECT'), (154, 157, 'OBJECT')]"
22848,"Two emperors, nimbate, seated facing on throne, the one on right holding mappa in left hand and together holding globe. Between and behind, a Victory with outspread wings; below, a palm-branch. Emperors have left leg bare","[(4, 12, 'PERSON'), (40, 46, 'OBJECT'), (73, 78, 'OBJECT'), (113, 118, 'OBJECT'), (142, 149, 'PERSON'), (181, 185, 'PLANT'), (186, 192, 'OBJECT'), (194, 202, 'PERSON')]"
1866,"Draped bust of Poppaea, right, wearing low diadem and with ""melon coiffure"" with braid and and a long curl falling. Border of dots.","[(7, 11, 'OBJECT'), (15, 22, 'PERSON'), (43, 49, 'OBJECT')]"
20201,"Pietas, veiled, draped, standing front, head right, by lighted altar on right, raising both hands","[(0, 6, 'PERSON'), (40, 44, 'OBJECT'), (63, 68, 'OBJECT')]"
6049,"Nude Heracles seated left on rock, head facing, rock covered with a lion skin, holding club in his right hand that rests on his right knee and resting his left elbow on his thigh; all within a shallow incuse square.","[(5, 13, 'PERSON'), (29, 33, 'OBJECT'), (35, 39, 'OBJECT'), (48, 52, 'OBJECT'), (68, 77, 'OBJECT'), (87, 91, 'OBJECT'), (134, 138, 'OBJECT')]"
20082,"Pietas standing left, holding patera and sceptre; beside her, altar","[(0, 6, 'PERSON'), (30, 36, 'OBJECT'), (41, 48, 'OBJECT'), (62, 67, 'OBJECT')]"
23010,VOT/V within laurel wreath,"[(13, 26, 'OBJECT')]"
4975,"Draped bust of Julia Soaemias, right.","[(7, 11, 'OBJECT'), (15, 29, 'PERSON')]"
18043,"Jupiter, naked to waist, seated left on throne, holding Victory, standing left and offering crown, on extended right hand, and holding long sceptre in left hand","[(0, 7, 'PERSON'), (40, 46, 'OBJECT'), (56, 63, 'PERSON'), (92, 97, 'OBJECT'), (140, 147, 'OBJECT')]"
12549,"Bust of Maximian, laureate, wearing imperial mantle, right, holding eagle-tipped sceptre in right hand","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (68, 73, 'ANIMAL'), (81, 88, 'OBJECT')]"
21434,"Securitas seated left, resting head on arm and holding sceptre","[(31, 35, 'OBJECT'), (55, 62, 'OBJECT')]"
20605,"Pyre with four ornamental stages, surmounted by Constantius Chlorus, radiate, draped, standing in quadriga, raising right hand and holding whip in left hand","[(0, 4, 'OBJECT'), (48, 67, 'PERSON'), (69, 76, 'OBJECT'), (98, 106, 'OBJECT'), (139, 143, 'OBJECT')]"
8129,"Bearded river-god (Rhyndakos) reclining left, holding reed and cornucopia, resting on water-urn.","[(8, 17, 'PERSON'), (54, 58, 'PLANT'), (63, 73, 'OBJECT'), (92, 95, 'OBJECT')]"
3195,"Demeter, enthroned left, wearing long garment, holding ears of corn in right hand, left resting on long torch. Ground line. Border of dots.","[(0, 7, 'PERSON'), (38, 45, 'OBJECT'), (55, 67, 'PLANT'), (104, 109, 'OBJECT')]"
13556,Caduceus upright between two cornucopiae crossed at the tips and two crossed branches,"[(0, 8, 'OBJECT'), (29, 40, 'OBJECT'), (77, 85, 'OBJECT')]"
10723,"Bonus Eventus, naked, standing left, holding patera in right and corn-ears and poppy in left","[(0, 13, 'PERSON'), (45, 51, 'OBJECT'), (65, 69, 'PLANT'), (70, 74, 'PLANT'), (79, 84, 'PLANT')]"
15629,"Felicitas, draped, standing left, holding caduceus in right hand and leaning on column with left arm, crossing legs","[(42, 50, 'OBJECT'), (80, 86, 'OBJECT')]"
11883,"Bust of Gallia, draped, right; hair looped above neck; two javelins behind; two corn-ears in front; round shield below","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (59, 67, 'OBJECT'), (80, 84, 'PLANT'), (85, 89, 'PLANT'), (106, 112, 'OBJECT')]"
15784,"Female figure, turreted, draped, standing right, presenting Victory on globe to Constantine II, draped, cuirassed, standing left, holding reversed vertical spear","[(0, 6, 'PERSON'), (7, 13, 'PERSON'), (60, 67, 'PERSON'), (71, 76, 'OBJECT'), (80, 94, 'PERSON'), (156, 161, 'OBJECT')]"
19723,"Olive-branch, upright; sometimes three dots above","[(0, 12, 'OBJECT')]"
16194,"Funeral pyre in four tiers, decorated with arches and statues, festooned with garlands and surmounted by biga galloping left","[(8, 12, 'OBJECT'), (43, 49, 'OBJECT'), (54, 61, 'OBJECT'), (78, 86, 'OBJECT'), (105, 109, 'OBJECT')]"
12882,"Bust of Probus, laureate, left, holding spear in right hand","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (40, 45, 'OBJECT')]"
23854,"Victory, winged, draped, flying right, holding trophy, pointing upwards to right, in both hands","[(0, 7, 'PERSON'), (47, 53, 'OBJECT')]"
1935,"Bare head of Antoninus Pius, left.","[(5, 9, 'OBJECT'), (13, 27, 'PERSON')]"
12246,"Bust of Laelianus, radiate, draped, right","[(0, 4, 'OBJECT'), (8, 17, 'PERSON'), (19, 26, 'OBJECT')]"
2227,"Façade of a tetrastyle temple on crepidoma with twisted ionic columns, architrave, shield and spear on pediment and acroteria on roof; within Nike standing facing, head left, holding palm branch in left arm. Border of dots.","[(23, 29, 'OBJECT'), (33, 42, 'OBJECT'), (62, 69, 'OBJECT'), (83, 89, 'OBJECT'), (94, 99, 'OBJECT'), (103, 111, 'OBJECT'), (116, 125, 'OBJECT'), (129, 133, 'OBJECT'), (142, 146, 'PERSON'), (164, 168, 'OBJECT'), (183, 194, 'OBJECT')]"
6354,"Head of Apollo, wearing taenia, right.","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (24, 30, 'OBJECT')]"
16130,"Fortuna, standing left, holding globe and rudder","[(0, 7, 'PERSON'), (32, 37, 'OBJECT'), (42, 48, 'OBJECT')]"
14459,"Constantine I, laureate, draped, cuirassed, standing left, erecting trophy with right hand and holding long sceptre in left hand; at foot of trophy, cuirass and shield","[(0, 13, 'PERSON'), (68, 74, 'OBJECT'), (108, 115, 'OBJECT'), (141, 147, 'OBJECT'), (149, 156, 'OBJECT'), (161, 167, 'OBJECT')]"
12910,"Bust of Probus, radiate, cuirassed, right or bust of Probus, helmeted, radiate, cuirassed, left, holding spear in right hand and shield in left hand or bust of Probus, radiate, wearing imperial mantle, left, holding sceptre surmounted by eagle in right hand or bust of Probus, radiate, cuirassed, left, with or without spear and shield","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (16, 23, 'OBJECT'), (45, 49, 'OBJECT'), (53, 59, 'PERSON'), (71, 78, 'OBJECT'), (105, 110, 'OBJECT'), (129, 135, 'OBJECT'), (152, 156, 'OBJECT'), (160, 166, 'PERSON'), (168, 175, 'OBJECT'), (216, 223, 'OBJECT'), (238, 243, 'ANIMAL'), (261, 265, 'OBJECT'), (269, 275, 'PERSON'), (277, 284, 'OBJECT'), (319, 324, 'OBJECT'), (329, 335, 'OBJECT')]"
10353,"Annona/Abundantia seated left, holding reaping hook and cornucopia; at feet to left, modius and corn ears","[(0, 6, 'PERSON'), (7, 17, 'PERSON'), (47, 51, 'OBJECT'), (56, 66, 'OBJECT'), (85, 91, 'OBJECT'), (96, 100, 'PLANT'), (101, 105, 'PLANT')]"
7277,"Temple front of a tetrastyle temple, shield (?) in pediment; within statue of Hygieia standing right, feeding serpent from patera.","[(0, 6, 'OBJECT'), (29, 35, 'OBJECT'), (37, 43, 'OBJECT'), (51, 59, 'OBJECT'), (68, 74, 'OBJECT'), (78, 85, 'PERSON'), (110, 117, 'ANIMAL'), (123, 129, 'OBJECT')]"
16598,"Gordian III, in military attire, on horse prancing right, raising right hand","[(0, 11, 'PERSON'), (16, 31, 'OBJECT'), (36, 41, 'ANIMAL')]"
13827,"Castor and Pollux, wearing caps, nude, chlamys draped over shoulders, standing facing each other, both leaning on sceptre with outer hand and holding bridled horse with inner hand","[(0, 6, 'PERSON'), (11, 17, 'PERSON'), (27, 31, 'OBJECT'), (39, 46, 'OBJECT'), (114, 121, 'OBJECT'), (158, 163, 'ANIMAL')]"
12634,"Bust of Maximinus Daia, laureate, draped, right, seen from behind","[(0, 4, 'OBJECT'), (8, 22, 'PERSON')]"
22151,"Soldier, helmeted, in military attire, standing left, leaning on shield and holding spear in left hand","[(0, 7, 'PERSON'), (22, 37, 'OBJECT'), (65, 71, 'OBJECT'), (84, 89, 'OBJECT')]"
15432,"Emperor, head right, standing left, on ship, raising right hand; Victory seated at helm","[(0, 7, 'PERSON'), (9, 13, 'OBJECT'), (39, 43, 'OBJECT'), (65, 72, 'PERSON'), (83, 87, 'OBJECT')]"
1072,"Serpent coiling, head right.","[(0, 7, 'ANIMAL'), (17, 21, 'OBJECT')]"
7785,"Winged tunny left with raised, bent wings.","[(7, 12, 'ANIMAL')]"
14531,"Constantine II, laureate, draped, cuirassed, standing left, holding standard in right hand and long sceptre in left hand; behind, two standards","[(0, 14, 'PERSON'), (68, 76, 'OBJECT'), (100, 107, 'OBJECT'), (134, 143, 'OBJECT')]"
458,"Horseman galopping right, wearing fluttering cloak.","[(45, 50, 'OBJECT')]"
13155,"Bust of Tacitus, laureate, cuirassed to waist, left, holding spear in right hand and shield in left hand","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (61, 66, 'OBJECT'), (85, 91, 'OBJECT')]"
15265,"Elagabalus, in Syrian priestly robes, standing left, sacrificing out of patera in right hand over lighted altar, and holding baton (or club) in left hand; in field, star","[(0, 10, 'PERSON'), (31, 36, 'OBJECT'), (72, 78, 'OBJECT'), (106, 111, 'OBJECT'), (125, 130, 'OBJECT'), (135, 139, 'OBJECT'), (165, 169, 'OBJECT')]"
11073,"Bust of Carus, laureate, draped, cuirassed, right","[(0, 4, 'OBJECT'), (8, 13, 'PERSON')]"
20749,"Roma, draped, seated front on shield, head left, in hexastyle temple, holding globe in right hand and sceptre in left hand; by left side, shield; as acroteria, Victory or knobs; in pediment, wreath","[(0, 4, 'PERSON'), (30, 36, 'OBJECT'), (38, 42, 'OBJECT'), (62, 68, 'OBJECT'), (78, 83, 'OBJECT'), (102, 109, 'OBJECT'), (138, 144, 'OBJECT'), (149, 158, 'OBJECT'), (160, 167, 'PERSON'), (181, 189, 'OBJECT'), (191, 197, 'OBJECT')]"
